asset_classes,products,maturity_buckets,business_units,pd_bucket,legal_entities,transaction_id,exposure,RWA,reporting_date
Banks,Other investments,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_790873,284.16026223336866,165.54530519030794,2020-09-30
Securities firms,Loans,2 years ≤ residual maturity < 5 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_169733,742.22329239686,221.36864237272155,2020-09-30
Corporates,Debt securities,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_729058,81.65291795747524,66.24835839851177,2020-09-30
Regulatory retail portfolios,Other investments,> 10 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_793977,447.3870254394788,177.47968816394825,2020-09-30
Sovereigns and their central banks,Loans,>1y,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_567343,589.2689473077057,244.35363738306557,2020-09-30
Non-central government public sector entities,Debt securities,1 year ≤ residual maturity < 2 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_132712,387.0086297940182,332.4980386645678,2020-09-30
Multilateral development banks,Other investments,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,100 default,iBank CIB,transaction_824588,95.25450609696061,37.85739699203835,2020-09-30
Banks,Loans,5 years ≤ residual maturity < 10 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_882557,825.6195754994351,257.9170860696768,2020-09-30
Securities firms,Debt securities,> 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_980035,792.8638145958712,267.4172974985125,2020-09-30
Corporates,Other investments,>1y,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_441614,506.79079013530014,262.78442931529247,2020-09-30
Regulatory retail portfolios,Loans,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_737015,275.58501195014674,50.75162463152884,2020-09-30
Sovereigns and their central banks,Debt securities,2 years ≤ residual maturity < 5 years,Personal Banking,0.75 to < 2.50,iBank filial,transaction_285151,693.3237504677383,146.56337837296545,2020-09-30
Non-central government public sector entities,Other investments,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_606091,176.36904787838574,135.25426020662215,2020-09-30
Multilateral development banks,Loans,> 10 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_157109,254.49692957481903,196.56765530754046,2020-09-30
Banks,Debt securities,>1y,Asset & Wealth Management,100 default,iBank filial,transaction_747430,422.5023690239367,201.28473094296496,2020-09-30
Securities firms,Other investments,1 year ≤ residual maturity < 2 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_229288,375.6891688324583,128.08644205833616,2020-09-30
Corporates,Loans,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_202019,250.38183085913693,66.65557166213564,2020-09-30
Regulatory retail portfolios,Debt securities,5 years ≤ residual maturity < 10 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_657852,1262.5664987367593,245.0309716378624,2020-09-30
Sovereigns and their central banks,Other investments,> 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_237823,936.7595096101518,496.3544815833164,2020-09-30
Non-central government public sector entities,Loans,>1y,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_581982,626.4905751184325,465.31184046698326,2020-09-30
Multilateral development banks,Debt securities,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_284429,855.8117800756394,261.36797272604736,2020-09-30
Banks,Other investments,2 years ≤ residual maturity < 5 years,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_856679,608.5860024329263,563.3726715729805,2020-09-30
Securities firms,Loans,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_639666,86.54628388593825,21.19826642019938,2020-09-30
Corporates,Debt securities,> 10 years,Personal Banking,0.00 to < 0.15,iBank filial,transaction_412391,181.98292938119477,154.25740136986732,2020-09-30
Regulatory retail portfolios,Other investments,>1y,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_012303,435.66706617880567,137.9207479762249,2020-09-30
Sovereigns and their central banks,Loans,1 year ≤ residual maturity < 2 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_929438,81.36243969775407,32.20945947397339,2020-09-30
Non-central government public sector entities,Debt securities,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_477305,281.2727095661049,75.11147725129888,2020-09-30
Multilateral development banks,Other investments,5 years ≤ residual maturity < 10 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_682100,1293.0341284049373,724.459517158004,2020-09-30
Banks,Loans,> 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_783378,829.5605973573462,146.00193151299712,2020-09-30
Securities firms,Debt securities,>1y,Wholesale Banking,10.00 to < 100,iBank filial,transaction_787783,3.4399699619681288,0.8224734218107261,2020-09-30
Corporates,Other investments,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,100 default,iBank CIB,transaction_076209,712.9903051601085,270.8147226249995,2020-09-30
Regulatory retail portfolios,Loans,2 years ≤ residual maturity < 5 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_305710,645.9386332109071,338.874431373584,2020-09-30
Sovereigns and their central banks,Debt securities,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_619553,162.82223562538928,124.87509184832201,2020-09-30
Non-central government public sector entities,Other investments,> 10 years,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_926691,8.968807515320796,1.2913538876762383,2020-09-30
Multilateral development banks,Loans,>1y,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_545604,729.3813416600703,216.63187381910166,2020-09-30
Banks,Debt securities,1 year ≤ residual maturity < 2 years,Personal Banking,0.75 to < 2.50,iBank filial,transaction_923475,1043.9384134687643,137.7377891850194,2020-09-30
Securities firms,Other investments,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_555193,1007.8845760601299,274.36692416846637,2020-09-30
Corporates,Loans,5 years ≤ residual maturity < 10 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_130819,551.8461164988182,268.40621452540614,2020-09-30
Regulatory retail portfolios,Debt securities,> 10 years,Asset & Wealth Management,100 default,iBank filial,transaction_122465,739.5166136851112,327.85535560122094,2020-09-30
Sovereigns and their central banks,Other investments,>1y,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_228386,207.55063482125095,31.750159132177313,2020-09-30
Non-central government public sector entities,Loans,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_389083,88.34858292743414,51.62160508935157,2020-09-30
Multilateral development banks,Debt securities,2 years ≤ residual maturity < 5 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_572959,265.8629176774803,248.24697271576085,2020-09-30
Banks,Other investments,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_415418,252.6970524357074,186.57898858707748,2020-09-30
Securities firms,Loans,> 10 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_167989,100.3278387863551,109.378746555561,2020-09-30
Corporates,Debt securities,>1y,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_559401,327.6193502992633,115.6102315892124,2020-09-30
Regulatory retail portfolios,Other investments,1 year ≤ residual maturity < 2 years,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_253466,27.618719570834273,17.512279525959173,2020-09-30
Sovereigns and their central banks,Loans,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_293840,653.7099864563803,385.955400226087,2020-09-30
Non-central government public sector entities,Debt securities,5 years ≤ residual maturity < 10 years,Personal Banking,0.00 to < 0.15,iBank filial,transaction_981347,149.73374099238376,102.11369664421724,2020-09-30
Multilateral development banks,Other investments,> 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_011535,147.9580270996366,136.297351768344,2020-09-30
Banks,Loans,>1y,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_210661,509.3909414637009,156.21597622087407,2020-09-30
Securities firms,Debt securities,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_405706,156.50691165075526,46.11601478119326,2020-09-30
Corporates,Other investments,2 years ≤ residual maturity < 5 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_940379,574.5596065397951,171.65274855433378,2020-09-30
Regulatory retail portfolios,Loans,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_298107,647.2835854651089,428.5541791764818,2020-09-30
Sovereigns and their central banks,Debt securities,> 10 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_854983,1355.8608098842635,426.95611043940005,2020-09-30
Non-central government public sector entities,Other investments,>1y,Asset & Wealth Management,100 default,iBank CIB,transaction_584753,221.6387898358316,58.192713519956875,2020-09-30
Multilateral development banks,Loans,1 year ≤ residual maturity < 2 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_845556,148.6979093753469,34.64952535255602,2020-09-30
Banks,Debt securities,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_184244,447.85978727124353,124.51601457779975,2020-09-30
Securities firms,Other investments,5 years ≤ residual maturity < 10 years,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_950831,751.1397068505518,179.51609902876854,2020-09-30
Corporates,Loans,> 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_416962,404.1948431575491,175.00649819846558,2020-09-30
Regulatory retail portfolios,Debt securities,>1y,Personal Banking,0.75 to < 2.50,iBank filial,transaction_173418,710.9845477793282,138.32422281548943,2020-09-30
Sovereigns and their central banks,Other investments,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_932460,441.1838045333027,88.8612354599822,2020-09-30
Non-central government public sector entities,Loans,2 years ≤ residual maturity < 5 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_661434,245.52066505899052,47.98451294796175,2020-09-30
Multilateral development banks,Debt securities,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,100 default,iBank filial,transaction_059768,179.035273856049,45.93473027954284,2020-09-30
Banks,Other investments,> 10 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_891266,168.79445567091122,41.18096521038114,2020-09-30
Securities firms,Loans,>1y,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_853281,797.8037549089122,108.84406704066161,2020-09-30
Corporates,Debt securities,1 year ≤ residual maturity < 2 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_755341,53.61451333383082,10.42453107751473,2020-09-30
Regulatory retail portfolios,Other investments,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_358353,888.6603702822216,209.88056444829,2020-09-30
Sovereigns and their central banks,Loans,5 years ≤ residual maturity < 10 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_667904,868.9370394919321,503.0821748518715,2020-09-30
Non-central government public sector entities,Debt securities,> 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_319288,764.7447549439291,337.44262041364453,2020-09-30
Multilateral development banks,Other investments,>1y,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_616466,72.21797051971423,40.97169488946433,2020-09-30
Banks,Loans,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_160330,474.50674795343184,244.71192698861967,2020-09-30
Securities firms,Debt securities,2 years ≤ residual maturity < 5 years,Personal Banking,0.00 to < 0.15,iBank filial,transaction_567872,533.058972930883,239.20635583847456,2020-09-30
Corporates,Other investments,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_767993,654.8508015488899,185.55421631922337,2020-09-30
Regulatory retail portfolios,Loans,> 10 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_451468,640.2141590533569,247.7102234367859,2020-09-30
Sovereigns and their central banks,Debt securities,>1y,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_146646,362.5248770082811,58.91841509098696,2020-09-30
Non-central government public sector entities,Other investments,1 year ≤ residual maturity < 2 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_196218,524.7566655923096,204.50760715748748,2020-09-30
Multilateral development banks,Loans,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_397428,175.84645711018806,53.45762495687405,2020-09-30
Banks,Debt securities,5 years ≤ residual maturity < 10 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_547891,175.29280380356266,116.87922425421218,2020-09-30
Securities firms,Other investments,> 10 years,Asset & Wealth Management,100 default,iBank CIB,transaction_684787,467.10365596131436,170.55066252864816,2020-09-30
Corporates,Loans,>1y,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_216529,85.75866089158157,73.78624207427768,2020-09-30
